taxon,level,novelty_factor,color_category,lineage
Fimbriiglobus,genus,28.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > PVC group[clade] > Planctomycetota[phylum] > Planctomycetia[class] > Gemmatales[order] > Gemmataceae[family] > Fimbriiglobus[genus]
Anaerolinea,genus,28.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Bacillati[kingdom] > Chloroflexota[phylum] > Anaerolineae[class] > Anaerolineales[order] > Anaerolineaceae[family] > Anaerolinea[genus]
Defluviitaleaceae,family,27.8,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Bacillati[kingdom] > Bacillota[phylum] > Clostridia[class] > Lachnospirales[order] > Defluviitaleaceae[family]
Ferruginibacter,genus,27.714,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > FCB group[clade] > Bacteroidota/Chlorobiota group[clade] > Bacteroidota[phylum] > Chitinophagia[class] > Chitinophagales[order] > Chitinophagaceae[family] > Ferruginibacter[genus]
Nitratifractor,genus,27.667,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Campylobacterota[phylum] > Epsilonproteobacteria[class] > Campylobacterales[order] > Sulfurovaceae[family] > Nitratifractor[genus]
Occallatibacter,genus,27.5,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Acidobacteriota[phylum] > Terriglobia[class] > Terriglobales[order] > Acidobacteriaceae[family] > Occallatibacter[genus]
Opitutus,genus,27.4,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > PVC group[clade] > Verrucomicrobiota[phylum] > Opitutia[class] > Opitutales[order] > Opitutaceae[family] > Opitutus[genus]
Lutispora,genus,27.333,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Bacillati[kingdom] > Bacillota[phylum] > Clostridia[class] > Lutisporales[order] > Lutisporaceae[family] > Lutispora[genus]
Spirochaetaceae,family,27.258,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Spirochaetota[phylum] > Spirochaetia[class] > Spirochaetales[order] > Spirochaetaceae[family]
Acidibacillus,genus,27.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Bacillati[kingdom] > Bacillota[phylum] > Bacilli[class] > Bacillales[order] > Alicyclobacillaceae[family] > Acidibacillus[genus]
Dinghuibacter,genus,27.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > FCB group[clade] > Bacteroidota/Chlorobiota group[clade] > Bacteroidota[phylum] > Chitinophagia[class] > Chitinophagales[order] > Chitinophagaceae[family] > Dinghuibacter[genus]
Anaeroplasma,genus,26.667,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Bacillati[kingdom] > Mycoplasmatota[phylum] > Mollicutes[class] > Anaeroplasmatales[order] > Anaeroplasmataceae[family] > Anaeroplasma[genus]
Gaiellaceae,family,26.571,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Bacillati[kingdom] > Actinomycetota[phylum] > Thermoleophilia[class] > Gaiellales[order] > Gaiellaceae[family]
Roseiflexaceae,family,26.462,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Bacillati[kingdom] > Chloroflexota[phylum] > Chloroflexia[class] > Chloroflexales[order] > Roseiflexineae[suborder] > Roseiflexaceae[family]
Planctomycetota,phylum,26.343,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > PVC group[clade] > Planctomycetota[phylum]
Sandaracinus,genus,26.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Myxococcota[phylum] > Polyangia[subclass] > Polyangiales[order] > Sandaracinaceae[family] > Sandaracinus[genus]
Anaerolineaceae,family,25.958,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Bacillati[kingdom] > Chloroflexota[phylum] > Anaerolineae[class] > Anaerolineales[order] > Anaerolineaceae[family]
Thermomicrobiota,phylum,25.55,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Thermomicrobiota[phylum]
Dethiobacter,genus,25.333,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Bacillati[kingdom] > Bacillota[phylum] > Dethiobacteria[class] > Dethiobacterales[order] > Dethiobacteraceae[family] > Dethiobacter[genus]
Desulfonema,genus,25.25,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Thermodesulfobacteriota[phylum] > Desulfobacteria[class] > Desulfobacterales[order] > Desulfococcaceae[family] > Desulfonema[genus]
Ichthyobacterium,genus,25.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > FCB group[clade] > Bacteroidota/Chlorobiota group[clade] > Bacteroidota[phylum] > Flavobacteriia[class] > Flavobacteriales[order] > Ichthyobacteriaceae[family] > Ichthyobacterium[genus]
Caldicoprobacter,genus,25.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Bacillati[kingdom] > Bacillota[phylum] > Clostridia[class] > Caldicoprobacterales[order] > Caldicoprobacteraceae[family] > Caldicoprobacter[genus]
Acidobacteriota,phylum,24.659,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Acidobacteriota[phylum]
Desulfocapsa,genus,24.4,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Thermodesulfobacteriota[phylum] > Desulfobulbia[class] > Desulfobulbales[order] > Desulfocapsaceae[family] > Desulfocapsa[genus]
Bauldia,genus,24.333,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Pseudomonadota[phylum] > Alphaproteobacteria[class] > Hyphomicrobiales[order] > Kaistiaceae[family] > Bauldia[genus]
Muribaculaceae,family,24.172,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > FCB group[clade] > Bacteroidota/Chlorobiota group[clade] > Bacteroidota[phylum] > Bacteroidia[class] > Bacteroidales[order] > Muribaculaceae[family]
Tepidisphaera,genus,24.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > PVC group[clade] > Planctomycetota[phylum] > Phycisphaerae[class] > Tepidisphaerales[order] > Tepidisphaeraceae[family] > Tepidisphaera[genus]
Halocella,genus,24.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Bacillati[kingdom] > Bacillota[phylum] > Clostridia[class] > Halanaerobiales[order] > Halanaerobiaceae[family] > Halocella[genus]
Coxiella,genus,23.944,dark_blue,cellular organisms[cellular root] > Eukaryota[domain] > Opisthokonta[clade] > Metazoa[kingdom] > Eumetazoa[clade] > Bilateria[clade] > Protostomia[clade] > Spiralia[clade] > Lophotrochozoa[clade] > Mollusca[phylum] > Gastropoda[class] > Caenogastropoda[subclass] > Littorinimorpha[order] > Truncatelloidea[superfamily] > Pomatiopsidae[family] > Pomatiopsinae[subfamily] > Coxiella[genus]
Vicingus,genus,23.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > FCB group[clade] > Bacteroidota/Chlorobiota group[clade] > Bacteroidota[phylum] > Flavobacteriia[class] > Flavobacteriales[order] > Vicingaceae[family] > Vicingus[genus]
Dolosigranulum,genus,23.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Bacillati[kingdom] > Bacillota[phylum] > Bacilli[class] > Lactobacillales[order] > Carnobacteriaceae[family] > Dolosigranulum[genus]
Salinivirgaceae,family,23.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > FCB group[clade] > Bacteroidota/Chlorobiota group[clade] > Bacteroidota[phylum] > Bacteroidia[class] > Bacteroidales[order] > Salinivirgaceae[family]
Anaeroplasmataceae,family,22.8,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Bacillati[kingdom] > Mycoplasmatota[phylum] > Mollicutes[class] > Anaeroplasmatales[order] > Anaeroplasmataceae[family]
Sulfuritalea,genus,22.667,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Pseudomonadota[phylum] > Betaproteobacteria[class] > Nitrosomonadales[order] > Sterolibacteriaceae[family] > Sulfuritalea[genus]
Terrimonas,genus,22.571,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > FCB group[clade] > Bacteroidota/Chlorobiota group[clade] > Bacteroidota[phylum] > Chitinophagia[class] > Chitinophagales[order] > Chitinophagaceae[family] > Terrimonas[genus]
Planctomicrobium,genus,22.333,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > PVC group[clade] > Planctomycetota[phylum] > Planctomycetia[class] > Planctomycetales[order] > Planctomycetaceae[family] > Planctomicrobium[genus]
Thermovirgaceae,family,22.25,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Thermotogati[kingdom] > Synergistota[phylum] > Synergistia[class] > Synergistales[order] > Thermovirgaceae[family]
Pseudolabrys,genus,22.25,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Pseudomonadota[phylum] > Alphaproteobacteria[class] > Hyphomicrobiales[order] > Xanthobacteraceae[family] > Pseudolabrys[genus]
Rhodobaculum,genus,22.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Pseudomonadota[phylum] > Alphaproteobacteria[class] > Rhodobacterales[order] > Paracoccaceae[family] > Rhodobaculum[genus]
Dielma,genus,22.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Bacillati[kingdom] > Bacillota[phylum] > Erysipelotrichia[class] > Erysipelotrichales[order] > Erysipelotrichaceae[family] > Dielma[genus]
Chitinivibrionaceae,family,22.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > FCB group[clade] > Fibrobacterota[phylum] > Chitinivibrionia[class] > Chitinivibrionales[order] > Chitinivibrionaceae[family]
Desulfocapsaceae,family,21.571,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Thermodesulfobacteriota[phylum] > Desulfobulbia[class] > Desulfobulbales[order] > Desulfocapsaceae[family]
Nitrospina,genus,21.556,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Nitrospinota/Tectimicrobiota group[clade] > Nitrospinota[phylum] > Nitrospinia[class] > Nitrospinales[order] > Nitrospinaceae[family] > Nitrospina[genus]
Enterorhabdus,genus,21.5,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Bacillati[kingdom] > Actinomycetota[phylum] > Coriobacteriia[class] > Eggerthellales[order] > Eggerthellaceae[family] > Enterorhabdus[genus]
Nordella,genus,21.5,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Pseudomonadota[phylum] > Alphaproteobacteria[class] > Hyphomicrobiales[order] > Hyphomicrobiales incertae sedis[no rank] > Nordella[genus]
Caldicoprobacteraceae,family,21.429,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Bacillati[kingdom] > Bacillota[phylum] > Clostridia[class] > Caldicoprobacterales[order] > Caldicoprobacteraceae[family]
Isosphaeraceae,family,21.391,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > PVC group[clade] > Planctomycetota[phylum] > Planctomycetia[class] > Isosphaerales[order] > Isosphaeraceae[family]
Thiogranum,genus,21.333,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Pseudomonadota[phylum] > Gammaproteobacteria[class] > Chromatiales[order] > Ectothiorhodospiraceae[family] > Thiogranum[genus]
Aquisphaera,genus,21.333,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > PVC group[clade] > Planctomycetota[phylum] > Planctomycetia[class] > Isosphaerales[order] > Isosphaeraceae[family] > Aquisphaera[genus]
Fusibacter,genus,21.333,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Bacillati[kingdom] > Bacillota[phylum] > Clostridia[class] > Eubacteriales[order] > Eubacteriales incertae sedis[no rank] > Eubacteriales Family XII. Incertae Sedis[family] > Fusibacter[genus]
Amphiplicatus,genus,21.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Pseudomonadota[phylum] > Alphaproteobacteria[class] > Parvularculales[order] > Parvularculaceae[family] > Amphiplicatus[genus]
Sporocytophaga,genus,21.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > FCB group[clade] > Bacteroidota/Chlorobiota group[clade] > Bacteroidota[phylum] > Cytophagia[class] > Cytophagales[order] > Cytophagaceae[family] > Sporocytophaga[genus]
Desulfomonile,genus,20.667,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Thermodesulfobacteriota[phylum] > Desulfomonilia[class] > Desulfomonilales[order] > Desulfomonilaceae[family] > Desulfomonile[genus]
Thiohalophilus,genus,20.667,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Pseudomonadota[phylum] > Gammaproteobacteria[class] > Thiohalomonadales[order] > Thiohalophilaceae[family] > Thiohalophilus[genus]
Brevinema,genus,20.333,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Spirochaetota[phylum] > Spirochaetia[class] > Brevinematales[order] > Brevinemataceae[family] > Brevinema[genus]
Brevinemataceae,family,20.333,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Spirochaetota[phylum] > Spirochaetia[class] > Brevinematales[order] > Brevinemataceae[family]
Caminicella,genus,20.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Bacillati[kingdom] > Bacillota[phylum] > Clostridia[class] > Peptostreptococcales[order] > Caminicellaceae[family] > Caminicella[genus]
Papillibacter,genus,20.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Bacillati[kingdom] > Bacillota[phylum] > Clostridia[class] > Eubacteriales[order] > Oscillospiraceae[family] > Papillibacter[genus]
Thermotomaculaceae,family,20.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Acidobacteriota[phylum] > Holophagae[class] > Thermotomaculales[order] > Thermotomaculaceae[family]
Pseudofulvimonas,genus,20.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Pseudomonadota[phylum] > Gammaproteobacteria[class] > Lysobacterales[order] > Rhodanobacteraceae[family] > Pseudofulvimonas[genus]
Vulcanibacillus,genus,20.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Bacillati[kingdom] > Bacillota[phylum] > Bacilli[class] > Bacillales[order] > Bacillaceae[family] > Vulcanibacillus[genus]
Thermotomaculum,genus,20.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Acidobacteriota[phylum] > Holophagae[class] > Thermotomaculales[order] > Thermotomaculaceae[family] > Thermotomaculum[genus]
Gemmatimonadota,phylum,19.969,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > FCB group[clade] > Gemmatimonadota[phylum]
Flavisolibacter,genus,19.571,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > FCB group[clade] > Bacteroidota/Chlorobiota group[clade] > Bacteroidota[phylum] > Chitinophagia[class] > Chitinophagales[order] > Chitinophagaceae[family] > Flavisolibacter[genus]
Roseiarcus,genus,19.333,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Pseudomonadota[phylum] > Alphaproteobacteria[class] > Hyphomicrobiales[order] > Roseiarcaceae[family] > Roseiarcus[genus]
Planctopirus,genus,19.333,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > PVC group[clade] > Planctomycetota[phylum] > Planctomycetia[class] > Planctomycetales[order] > Planctomycetaceae[family] > Planctopirus[genus]
Syntrophobacter,genus,19.167,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Thermodesulfobacteriota[phylum] > Syntrophobacteria[class] > Syntrophobacterales[order] > Syntrophobacteraceae[family] > Syntrophobacter[genus]
Fretibacterium,genus,19.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Thermotogati[kingdom] > Synergistota[phylum] > Synergistia[class] > Synergistales[order] > Aminobacteriaceae[family] > Fretibacterium[genus]
Aetherobacter,genus,19.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Myxococcota[phylum] > Polyangia[subclass] > Polyangiales[order] > Polyangiaceae[family] > Aetherobacter[genus]
Acidicaldus,genus,19.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Pseudomonadota[phylum] > Alphaproteobacteria[class] > Acetobacterales[order] > Acetobacteraceae[family] > Acidicaldus[genus]
Flexithrix,genus,19.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > FCB group[clade] > Bacteroidota/Chlorobiota group[clade] > Bacteroidota[phylum] > Cytophagia[class] > Cytophagales[order] > Flammeovirgaceae[family] > Flexithrix[genus]
Catenisphaera,genus,19.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Bacillati[kingdom] > Bacillota[phylum] > Erysipelotrichia[class] > Erysipelotrichales[order] > Erysipelotrichaceae[family] > Catenisphaera[genus]
Cytophaga,genus,18.8,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > FCB group[clade] > Bacteroidota/Chlorobiota group[clade] > Bacteroidota[phylum] > Cytophagia[class] > Cytophagales[order] > Cytophagaceae[family] > Cytophaga[genus]
Holospora,genus,18.75,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Pseudomonadota[phylum] > Alphaproteobacteria[class] > Holosporales[order] > Holosporaceae[family] > Holospora[genus]
Desulfurispora,genus,18.5,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Bacillati[kingdom] > Bacillota[phylum] > Clostridia[class] > Eubacteriales[order] > Desulfurisporaceae[family] > Desulfurispora[genus]
Haliscomenobacteraceae,family,18.5,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > FCB group[clade] > Bacteroidota/Chlorobiota group[clade] > Bacteroidota[phylum] > Saprospiria[class] > Saprospirales[order] > Haliscomenobacteraceae[family]
Chloroflexota,phylum,18.45,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Bacillati[kingdom] > Chloroflexota[phylum]
Portibacter,genus,18.333,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > FCB group[clade] > Bacteroidota/Chlorobiota group[clade] > Bacteroidota[phylum] > Saprospiria[class] > Saprospirales[order] > Haliscomenobacteraceae[family] > Portibacter[genus]
Phocoenobacter,genus,18.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Pseudomonadota[phylum] > Gammaproteobacteria[class] > Pasteurellales[order] > Pasteurellaceae[family] > Phocoenobacter[genus]
Anaerospora,genus,18.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Bacillati[kingdom] > Bacillota[phylum] > Negativicutes[class] > Selenomonadales[order] > Sporomusaceae[family] > Anaerospora[genus]
Cephaloticoccus,genus,18.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > PVC group[clade] > Verrucomicrobiota[phylum] > Opitutia[class] > Opitutales[order] > Opitutaceae[family] > Cephaloticoccus[genus]
Pelolinea,genus,17.667,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Bacillati[kingdom] > Chloroflexota[phylum] > Anaerolineae[class] > Anaerolineales[order] > Anaerolineaceae[family] > Pelolinea[genus]
Rubrobacter,genus,17.583,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Bacillati[kingdom] > Actinomycetota[phylum] > Rubrobacteria[class] > Rubrobacterales[order] > Rubrobacteraceae[family] > Rubrobacter[genus]
Lewinella,genus,17.444,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > FCB group[clade] > Bacteroidota/Chlorobiota group[clade] > Bacteroidota[phylum] > Saprospiria[class] > Saprospirales[order] > Lewinellaceae[family] > Lewinella[genus]
Coxiellaceae,family,17.31,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Pseudomonadota[phylum] > Gammaproteobacteria[class] > Legionellales[order] > Coxiellaceae[family]
Vicingaceae,family,17.25,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > FCB group[clade] > Bacteroidota/Chlorobiota group[clade] > Bacteroidota[phylum] > Flavobacteriia[class] > Flavobacteriales[order] > Vicingaceae[family]
Fusicatenibacter,genus,17.222,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Bacillati[kingdom] > Bacillota[phylum] > Clostridia[class] > Lachnospirales[order] > Lachnospiraceae[family] > Fusicatenibacter[genus]
Endomicrobium,genus,17.125,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Elusimicrobiota[phylum] > Endomicrobiia[class] > Endomicrobiales[order] > Endomicrobiaceae[family] > Endomicrobium[genus]
Acholeplasma,genus,17.1,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Bacillati[kingdom] > Mycoplasmatota[phylum] > Mollicutes[class] > Acholeplasmatales[order] > Acholeplasmataceae[family] > Acholeplasma[genus]
Flexilinea,genus,17.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Bacillati[kingdom] > Chloroflexota[phylum] > Anaerolineae[class] > Anaerolineales[order] > Anaerolineaceae[family] > Flexilinea[genus]
Desulfocarbo,genus,17.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Thermodesulfobacteriota[phylum] > Desulfarculia[class] > Desulfarculales[order] > Desulfarculaceae[family] > Desulfocarbo[genus]
Nitrolancea,genus,17.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Thermomicrobiota[phylum] > Thermomicrobia[class] > Sphaerobacterales[order] > Sphaerobacterineae[suborder] > Sphaerobacteraceae[family] > Nitrolancea[genus]
Exilispira,genus,17.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Spirochaetota[phylum] > Spirochaetia[class] > Spirochaetales[order] > Spirochaetales incertae sedis[no rank] > Exilispira[genus]
Cryomorpha,genus,17.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > FCB group[clade] > Bacteroidota/Chlorobiota group[clade] > Bacteroidota[phylum] > Flavobacteriia[class] > Flavobacteriales[order] > Cryomorphaceae[family] > Cryomorpha[genus]
Anaerobacterium,genus,17.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Bacillati[kingdom] > Bacillota[phylum] > Clostridia[class] > Eubacteriales[order] > Oscillospiraceae[family] > Anaerobacterium[genus]
Clostridiisalibacter,genus,17.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Bacillati[kingdom] > Bacillota[phylum] > Tissierellia[class] > Tissierellales[order] > Thermohalobacteraceae[family] > Clostridiisalibacter[genus]
Rhodocytophaga,genus,17.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > FCB group[clade] > Bacteroidota/Chlorobiota group[clade] > Bacteroidota[phylum] > Cytophagia[class] > Cytophagales[order] > Rhodocytophagaceae[family] > Rhodocytophaga[genus]
Sphingoaurantiacus,genus,17.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Pseudomonadota[phylum] > Alphaproteobacteria[class] > Sphingomonadales[order] > Sphingosinicellaceae[family] > Sphingoaurantiacus[genus]
Verrucomicrobiota,phylum,16.855,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > PVC group[clade] > Verrucomicrobiota[phylum]
Paludibacteraceae,family,16.783,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > FCB group[clade] > Bacteroidota/Chlorobiota group[clade] > Bacteroidota[phylum] > Bacteroidia[class] > Bacteroidales[order] > Paludibacteraceae[family]
Macellibacteroides,genus,16.667,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > FCB group[clade] > Bacteroidota/Chlorobiota group[clade] > Bacteroidota[phylum] > Bacteroidia[class] > Bacteroidales[order] > Porphyromonadaceae[family] > Macellibacteroides[genus]
Schleiferiaceae,family,16.6,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > FCB group[clade] > Bacteroidota/Chlorobiota group[clade] > Bacteroidota[phylum] > Flavobacteriia[class] > Flavobacteriales[order] > Schleiferiaceae[family]
Desulfobaccaceae,family,16.5,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Thermodesulfobacteriota[phylum] > Desulfobaccia[class] > Desulfobaccales[order] > Desulfobaccaceae[family]
Desulfobacca,genus,16.5,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Thermodesulfobacteriota[phylum] > Desulfobaccia[class] > Desulfobaccales[order] > Desulfobaccaceae[family] > Desulfobacca[genus]
Caminibacter,genus,16.5,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Campylobacterota[phylum] > Epsilonproteobacteria[class] > Nautiliales[order] > Nautiliaceae[family] > Caminibacter[genus]
Euzebyaceae,family,16.4,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Bacillati[kingdom] > Actinomycetota[phylum] > Nitriliruptoria[class] > Euzebyales[order] > Euzebyaceae[family]
Crenothrix,genus,16.25,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Pseudomonadota[phylum] > Gammaproteobacteria[class] > Methylococcales[order] > Crenotrichaceae[family] > Crenothrix[genus]
