taxon,level,novelty_factor,color_category,lineage
Rikenellaceae,family,16.212,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > FCB group[clade] > Bacteroidota/Chlorobiota group[clade] > Bacteroidota[phylum] > Bacteroidia[class] > Bacteroidales[order] > Rikenellaceae[family]
Defluviicoccus,genus,16.2,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Pseudomonadota[phylum] > Alphaproteobacteria[class] > Rhodospirillales[order] > Rhodospirillaceae[family] > Defluviicoccus[genus]
Caldilineaceae,family,16.083,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Bacillati[kingdom] > Chloroflexota[phylum] > Caldilineae[class] > Caldilineales[order] > Caldilineaceae[family]
Hypnocyclicus,genus,16.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Fusobacteriati[kingdom] > Fusobacteriota[phylum] > Fusobacteriia[class] > Fusobacteriales[order] > Fusobacteriaceae[family] > Hypnocyclicus[genus]
Thermincolaceae,family,16.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Bacillati[kingdom] > Bacillota[phylum] > Clostridia[class] > Eubacteriales[order] > Thermincolaceae[family]
Roseibacillus,genus,16.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > PVC group[clade] > Verrucomicrobiota[phylum] > Verrucomicrobiia[class] > Verrucomicrobiales[order] > Verrucomicrobiaceae[family] > Roseibacillus[genus]
Sideroxydans,genus,16.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Pseudomonadota[phylum] > Betaproteobacteria[class] > Nitrosomonadales[order] > Gallionellaceae[family] > Sideroxydans[genus]
Thermincola,genus,16.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Bacillati[kingdom] > Bacillota[phylum] > Clostridia[class] > Eubacteriales[order] > Thermincolaceae[family] > Thermincola[genus]
Sulfurovaceae,family,15.867,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Campylobacterota[phylum] > Epsilonproteobacteria[class] > Campylobacterales[order] > Sulfurovaceae[family]
Christensenellaceae,family,15.695,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Bacillati[kingdom] > Bacillota[phylum] > Clostridia[class] > Christensenellales[order] > Christensenellaceae[family]
Desulfomonilaceae,family,15.5,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Thermodesulfobacteriota[phylum] > Desulfomonilia[class] > Desulfomonilales[order] > Desulfomonilaceae[family]
Dethiosulfatibacter,genus,15.5,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Bacillati[kingdom] > Bacillota[phylum] > Tissierellia[class] > Tissierellia incertae sedis[no rank] > Dethiosulfatibacter[genus]
Sulfurovum,genus,15.39,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Campylobacterota[phylum] > Epsilonproteobacteria[class] > Campylobacterales[order] > Sulfurovaceae[family] > Sulfurovum[genus]
Armatimonadota,phylum,15.344,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Bacillati[kingdom] > Armatimonadota[phylum]
Steroidobacteraceae,family,15.308,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Pseudomonadota[phylum] > Gammaproteobacteria[class] > Steroidobacterales[order] > Steroidobacteraceae[family]
Segetibacter,genus,15.2,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > FCB group[clade] > Bacteroidota/Chlorobiota group[clade] > Bacteroidota[phylum] > Chitinophagia[class] > Chitinophagales[order] > Chitinophagaceae[family] > Segetibacter[genus]
Lautropia,genus,15.143,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Pseudomonadota[phylum] > Betaproteobacteria[class] > Burkholderiales[order] > Burkholderiaceae[family] > Lautropia[genus]
Holosporaceae,family,15.111,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Pseudomonadota[phylum] > Alphaproteobacteria[class] > Holosporales[order] > Holosporaceae[family]
Rubrobacteraceae,family,15.071,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Bacillati[kingdom] > Actinomycetota[phylum] > Rubrobacteria[class] > Rubrobacterales[order] > Rubrobacteraceae[family]
Cnuella,genus,15.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > FCB group[clade] > Bacteroidota/Chlorobiota group[clade] > Bacteroidota[phylum] > Chitinophagia[class] > Chitinophagales[order] > Chitinophagaceae[family] > Cnuella[genus]
Ferribacterium,genus,15.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Pseudomonadota[phylum] > Betaproteobacteria[class] > Rhodocyclales[order] > Azonexaceae[family] > Ferribacterium[genus]
Constrictibacter,genus,15.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Pseudomonadota[phylum] > Alphaproteobacteria[class] > Rhodospirillales[order] > Stellaceae[family] > Constrictibacter[genus]
Acanthopleuribacteraceae,family,15.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Acidobacteriota[phylum] > Holophagae[class] > Acanthopleuribacterales[order] > Acanthopleuribacteraceae[family]
Thermobrachium,genus,15.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Bacillati[kingdom] > Bacillota[phylum] > Clostridia[class] > Eubacteriales[order] > Clostridiaceae[family] > Thermobrachium[genus]
Vulgatibacter,genus,15.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Myxococcota[phylum] > Myxococcia[class] > Myxococcales[order] > Cystobacterineae[suborder] > Vulgatibacteraceae[family] > Vulgatibacter[genus]
Halioglobus,genus,15.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Pseudomonadota[phylum] > Gammaproteobacteria[class] > Cellvibrionales[order] > Halieaceae[family] > Halioglobus[genus]
Bradymonadaceae,family,14.8,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > delta/epsilon subdivisions[clade] > Deltaproteobacteria[class] > Bradymonadales[order] > Bradymonadaceae[family]
Ardenticatenaceae,family,14.75,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Bacillati[kingdom] > Chloroflexota[phylum] > Ardenticatenia[class] > Ardenticatenales[order] > Ardenticatenaceae[family]
Thermobacillus,genus,14.75,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Bacillati[kingdom] > Bacillota[phylum] > Bacilli[class] > Bacillales[order] > Paenibacillaceae[family] > Thermobacillus[genus]
Syntrophorhabdus,genus,14.727,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Thermodesulfobacteriota[phylum] > Syntrophorhabdia[class] > Syntrophorhabdales[order] > Syntrophorhabdaceae[family] > Syntrophorhabdus[genus]
Desulfococcaceae,family,14.571,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Thermodesulfobacteriota[phylum] > Desulfobacteria[class] > Desulfobacterales[order] > Desulfococcaceae[family]
Paludibacter,genus,14.545,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > FCB group[clade] > Bacteroidota/Chlorobiota group[clade] > Bacteroidota[phylum] > Bacteroidia[class] > Bacteroidales[order] > Paludibacteraceae[family] > Paludibacter[genus]
Roseiarcaceae,family,14.5,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Pseudomonadota[phylum] > Alphaproteobacteria[class] > Hyphomicrobiales[order] > Roseiarcaceae[family]
Chloroflexaceae,family,14.455,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Bacillati[kingdom] > Chloroflexota[phylum] > Chloroflexia[class] > Chloroflexales[order] > Chloroflexineae[suborder] > Chloroflexaceae[family]
Roseimicrobium,genus,14.333,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > PVC group[clade] > Verrucomicrobiota[phylum] > Verrucomicrobiia[class] > Verrucomicrobiales[order] > Verrucomicrobiaceae[family] > Roseimicrobium[genus]
Myxococcota,phylum,14.306,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Myxococcota[phylum]
Leptolinea,genus,14.3,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Bacillati[kingdom] > Chloroflexota[phylum] > Anaerolineae[class] > Anaerolineales[order] > Anaerolineaceae[family] > Leptolinea[genus]
Bdellovibrio,genus,14.281,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Bdellovibrionota[phylum] > Bdellovibrionia[class] > Bdellovibrionales[order] > Pseudobdellovibrionaceae[family] > Bdellovibrio[genus]
Shuttleworthia,genus,14.25,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Bacillati[kingdom] > Bacillota[phylum] > Clostridia[class] > Lachnospirales[order] > Lachnospiraceae[family] > Shuttleworthella[genus]
Solirubrobacteraceae,family,14.25,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Bacillati[kingdom] > Actinomycetota[phylum] > Thermoleophilia[class] > Solirubrobacterales[order] > Solirubrobacteraceae[family]
Roseburia,genus,14.241,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Bacillati[kingdom] > Bacillota[phylum] > Clostridia[class] > Lachnospirales[order] > Lachnospiraceae[family] > Roseburia[genus]
Singulisphaera,genus,14.2,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > PVC group[clade] > Planctomycetota[phylum] > Planctomycetia[class] > Isosphaerales[order] > Isosphaeraceae[family] > Singulisphaera[genus]
Terasakiellaceae,family,14.167,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Pseudomonadota[phylum] > Alphaproteobacteria[class] > Rhodospirillales[order] > Terasakiellaceae[family]
Hydrogenophilaceae,family,14.154,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Pseudomonadota[phylum] > Hydrogenophilia[class] > Hydrogenophilales[order] > Hydrogenophilaceae[family]
Rhodopirellula,genus,14.15,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > PVC group[clade] > Planctomycetota[phylum] > Planctomycetia[class] > Pirellulales[order] > Pirellulaceae[family] > Rhodopirellula[genus]
Cryomorphaceae,family,14.087,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > FCB group[clade] > Bacteroidota/Chlorobiota group[clade] > Bacteroidota[phylum] > Flavobacteriia[class] > Flavobacteriales[order] > Cryomorphaceae[family]
Lawsonellaceae,family,14.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Bacillati[kingdom] > Actinomycetota[phylum] > Actinomycetes[class] > Mycobacteriales[order] > Lawsonellaceae[family]
Natranaerobiaceae,family,14.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Bacillati[kingdom] > Bacillota[phylum] > Clostridia[class] > Natranaerobiales[order] > Natranaerobiaceae[family]
Lawsonella,genus,14.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Bacillati[kingdom] > Actinomycetota[phylum] > Actinomycetes[class] > Mycobacteriales[order] > Lawsonellaceae[family] > Lawsonella[genus]
Denitratisoma,genus,14.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Pseudomonadota[phylum] > Betaproteobacteria[class] > Nitrosomonadales[order] > Sterolibacteriaceae[family] > Denitratisoma[genus]
Ornatilinea,genus,14.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Bacillati[kingdom] > Chloroflexota[phylum] > Anaerolineae[class] > Anaerolineales[order] > Anaerolineaceae[family] > Ornatilinea[genus]
Crocinitomix,genus,14.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > FCB group[clade] > Bacteroidota/Chlorobiota group[clade] > Bacteroidota[phylum] > Flavobacteriia[class] > Flavobacteriales[order] > Crocinitomicaceae[family] > Crocinitomix[genus]
Coprothermobacter,genus,14.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Coprothermobacterota[phylum] > Coprothermobacteria[class] > Coprothermobacterales[order] > Coprothermobacteraceae[family] > Coprothermobacter[genus]
Caldanaerobacter,genus,14.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Bacillati[kingdom] > Bacillota[phylum] > Clostridia[class] > Thermoanaerobacterales[order] > Thermoanaerobacteraceae[family] > Caldanaerobacter[genus]
Prolixibacteraceae,family,14.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > FCB group[clade] > Bacteroidota/Chlorobiota group[clade] > Bacteroidota[phylum] > Bacteroidia[class] > Marinilabiliales[order] > Prolixibacteraceae[family]
Turneriella,genus,14.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Spirochaetota[phylum] > Spirochaetia[class] > Leptospirales[order] > Leptospiraceae[family] > Turneriella[genus]
Thermoanaerobaculum,genus,14.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Acidobacteriota[phylum] > Thermoanaerobaculia[class] > Thermoanaerobaculales[order] > Thermoanaerobaculaceae[family] > Thermoanaerobaculum[genus]
Luteolibacter,genus,13.812,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > PVC group[clade] > Verrucomicrobiota[phylum] > Verrucomicrobiia[class] > Verrucomicrobiales[order] > Verrucomicrobiaceae[family] > Luteolibacter[genus]
Leptospirillum,genus,13.75,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Nitrospirota[phylum] > Nitrospiria[class] > Nitrospirales[order] > Nitrospiraceae[family] > Leptospirillum[genus]
Nitrospinaceae,family,13.55,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Nitrospinota/Tectimicrobiota group[clade] > Nitrospinota[phylum] > Nitrospinia[class] > Nitrospinales[order] > Nitrospinaceae[family]
Ohtaekwangia,genus,13.5,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > FCB group[clade] > Bacteroidota/Chlorobiota group[clade] > Bacteroidota[phylum] > Cytophagia[class] > Cytophagales[order] > Fulvivirgaceae[family] > Ohtaekwangia[genus]
Paludicola,genus,13.5,dark_blue,cellular organisms[cellular root] > Eukaryota[domain] > Rhodophyta[phylum] > Florideophyceae[class] > Nemaliophycidae[subclass] > Batrachospermales[order] > Batrachospermaceae[family] > Paludicola[genus]
Desulfuromusa,genus,13.333,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Thermodesulfobacteriota[phylum] > Desulfuromonadia[class] > Desulfuromonadales[order] > Geopsychrobacteraceae[family] > Desulfuromusa[genus]
Methylacidiphilaceae,family,13.3,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > PVC group[clade] > Verrucomicrobiota[phylum] > Methylacidiphilae[class] > Methylacidiphilales[order] > Methylacidiphilaceae[family]
Gracilibacteraceae,family,13.286,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Bacillati[kingdom] > Bacillota[phylum] > Clostridia[class] > Eubacteriales[order] > Gracilibacteraceae[family]
Mogibacterium,genus,13.125,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Bacillati[kingdom] > Bacillota[phylum] > Clostridia[class] > Peptostreptococcales[order] > Anaerovoracaceae[family] > Mogibacterium[genus]
Desulfatirhabdium,genus,13.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Thermodesulfobacteriota[phylum] > Desulfobacteria[class] > Desulfobacterales[order] > Desulfatirhabdiaceae[family] > Desulfatirhabdium[genus]
Crenotrichaceae,family,13.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Pseudomonadota[phylum] > Gammaproteobacteria[class] > Methylococcales[order] > Crenotrichaceae[family]
Thermosporotrichaceae,family,13.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Bacillati[kingdom] > Chloroflexota[phylum] > Ktedonobacteria[class] > Ktedonobacterales[order] > Thermosporotrichaceae[family]
Thiofaba,genus,13.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Pseudomonadota[phylum] > Gammaproteobacteria[class] > Chromatiales[order] > Halothiobacillaceae[family] > Thiofaba[genus]
Thermosporothrix,genus,13.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Bacillati[kingdom] > Chloroflexota[phylum] > Ktedonobacteria[class] > Ktedonobacterales[order] > Thermosporotrichaceae[family] > Thermosporothrix[genus]
Dactylococcopsis,genus,13.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Bacillati[kingdom] > Cyanobacteriota/Melainabacteria group[clade] > Cyanobacteriota[phylum] > Cyanophyceae[class] > Nodosilineales[order] > Cymatolegaceae[family] > Dactylococcopsis[genus]
Quinella,genus,13.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Bacillati[kingdom] > Bacillota[phylum] > Negativicutes[class] > Veillonellales[order] > Veillonellaceae[family] > Quinella[genus]
Dissulfurimicrobium,genus,13.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > delta/epsilon subdivisions[clade] > Deltaproteobacteria[class] > Deltaproteobacteria incertae sedis[no rank] > Dissulfurimicrobium[genus]
Cerasicoccus,genus,12.75,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > PVC group[clade] > Verrucomicrobiota[phylum] > Opitutia[class] > Puniceicoccales[order] > Cerasicoccaceae[family] > Cerasicoccus[genus]
Ichthyobacteriaceae,family,12.5,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > FCB group[clade] > Bacteroidota/Chlorobiota group[clade] > Bacteroidota[phylum] > Flavobacteriia[class] > Flavobacteriales[order] > Ichthyobacteriaceae[family]
Filomicrobium,genus,12.5,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Pseudomonadota[phylum] > Alphaproteobacteria[class] > Hyphomicrobiales[order] > Hyphomicrobiaceae[family] > Filomicrobium[genus]
Solirubrobacter,genus,12.444,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Bacillati[kingdom] > Actinomycetota[phylum] > Thermoleophilia[class] > Solirubrobacterales[order] > Solirubrobacteraceae[family] > Solirubrobacter[genus]
Thermoflexus,genus,12.333,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Bacillati[kingdom] > Chloroflexota[phylum] > Thermoflexia[class] > Thermoflexales[order] > Thermoflexaceae[family] > Thermoflexus[genus]
Immundisolibacteraceae,family,12.333,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Pseudomonadota[phylum] > Gammaproteobacteria[class] > Immundisolibacterales[order] > Immundisolibacteraceae[family]
Reyranellaceae,family,12.222,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Pseudomonadota[phylum] > Alphaproteobacteria[class] > Hyphomicrobiales[order] > Reyranellaceae[family]
Gelria,genus,12.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Bacillati[kingdom] > Bacillota[phylum] > Clostridia[class] > Thermoanaerobacterales[order] > Thermoanaerobacteraceae[family] > Gelria[genus]
Oryzihumus,genus,12.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Bacillati[kingdom] > Actinomycetota[phylum] > Actinomycetes[class] > Micrococcales[order] > Intrasporangiaceae[family] > Oryzihumus[genus]
Thermodesulforhabdus,genus,12.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Thermodesulfobacteriota[phylum] > Syntrophobacteria[class] > Syntrophobacterales[order] > Thermodesulforhabdaceae[family] > Thermodesulforhabdus[genus]
Methyloprofundus,genus,12.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Pseudomonadota[phylum] > Gammaproteobacteria[class] > Methylococcales[order] > Methylococcaceae[family] > Methyloprofundus[genus]
Nitriliruptoraceae,family,12.0,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Bacillati[kingdom] > Actinomycetota[phylum] > Nitriliruptoria[class] > Nitriliruptorales[order] > Nitriliruptoraceae[family]
Sedimentibacter,genus,11.929,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Bacillati[kingdom] > Bacillota[phylum] > Tissierellia[class] > Tissierellia incertae sedis[no rank] > Sedimentibacter[genus]
Syntrophus,genus,11.769,dark_blue,cellular organisms[cellular root] > Eukaryota[domain] > Opisthokonta[clade] > Metazoa[kingdom] > Eumetazoa[clade] > Bilateria[clade] > Protostomia[clade] > Ecdysozoa[clade] > Panarthropoda[clade] > Arthropoda[phylum] > Mandibulata[clade] > Pancrustacea[clade] > Hexapoda[subphylum] > Insecta[class] > Dicondylia[clade] > Pterygota[subclass] > Neoptera[infraclass] > Endopterygota[cohort] > Coleoptera[order] > Polyphaga[suborder] > Cucujiformia[infraorder] > Curculionoidea[superfamily] > Curculionidae[family] > Entiminae[subfamily] > Celeuthetini[tribe] > Syntrophus[genus]
Taibaiella,genus,11.75,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > FCB group[clade] > Bacteroidota/Chlorobiota group[clade] > Bacteroidota[phylum] > Chitinophagia[class] > Chitinophagales[order] > Chitinophagaceae[family] > Taibaiella[genus]
Ignisphaera,genus,11.75,dark_blue,cellular organisms[cellular root] > Archaea[domain] > Thermoproteati[kingdom] > Thermoproteota[phylum] > Thermoprotei[class] > Desulfurococcales[order] > Desulfurococcaceae[family] > Ignisphaera[genus]
Magnetococcus,genus,11.667,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Pseudomonadota[phylum] > Magnetococcia[class] > Magnetococcales[order] > Magnetococcaceae[family] > Magnetococcus[genus]
Tepidimicrobiaceae,family,11.667,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Bacillati[kingdom] > Bacillota[phylum] > Tissierellia[class] > Tissierellales[order] > Tepidimicrobiaceae[family]
Pseudarcicella,genus,11.667,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > FCB group[clade] > Bacteroidota/Chlorobiota group[clade] > Bacteroidota[phylum] > Cytophagia[class] > Cytophagales[order] > Flectobacillaceae[family] > Pseudarcicella[genus]
Cardiobacteriaceae,family,11.643,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Pseudomonadota[phylum] > Gammaproteobacteria[class] > Cardiobacteriales[order] > Cardiobacteriaceae[family]
Chryseolinea,genus,11.571,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > FCB group[clade] > Bacteroidota/Chlorobiota group[clade] > Bacteroidota[phylum] > Cytophagia[class] > Cytophagales[order] > Fulvivirgaceae[family] > Chryseolinea[genus]
Syntrophorhabdaceae,family,11.571,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Thermodesulfobacteriota[phylum] > Syntrophorhabdia[class] > Syntrophorhabdales[order] > Syntrophorhabdaceae[family]
Phascolarctobacterium,genus,11.5,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Bacillati[kingdom] > Bacillota[phylum] > Negativicutes[class] > Acidaminococcales[order] > Acidaminococcaceae[family] > Phascolarctobacterium[genus]
Isosphaera,genus,11.5,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > PVC group[clade] > Planctomycetota[phylum] > Planctomycetia[class] > Isosphaerales[order] > Isosphaeraceae[family] > Isosphaera[genus]
Armatimonas,genus,11.5,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Bacillati[kingdom] > Armatimonadota[phylum] > Armatimonadia[class] > Armatimonadales[order] > Armatimonadaceae[family] > Armatimonas[genus]
Longimicrobium,genus,11.5,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > FCB group[clade] > Gemmatimonadota[phylum] > Longimicrobiia[class] > Longimicrobiales[order] > Longimicrobiaceae[family] > Longimicrobium[genus]
Haloplasma,genus,11.333,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Bacillati[kingdom] > Mycoplasmatota[phylum] > Mollicutes[class] > Haloplasmatales[order] > Haloplasmataceae[family] > Haloplasma[genus]
Polycyclovorans,genus,11.333,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Pseudomonadota[phylum] > Gammaproteobacteria[class] > Nevskiales[order] > Nevskiaceae[family] > Polycyclovorans[genus]
Bergeyella,genus,11.333,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > FCB group[clade] > Bacteroidota/Chlorobiota group[clade] > Bacteroidota[phylum] > Flavobacteriia[class] > Flavobacteriales[order] > Weeksellaceae[family] > Bergeyella[genus]
Beijerinckiaceae,family,11.323,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Pseudomonadota[phylum] > Alphaproteobacteria[class] > Hyphomicrobiales[order] > Beijerinckiaceae[family]
Crocinitomicaceae,family,11.27,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > FCB group[clade] > Bacteroidota/Chlorobiota group[clade] > Bacteroidota[phylum] > Flavobacteriia[class] > Flavobacteriales[order] > Crocinitomicaceae[family]
Nitrosomonadaceae,family,11.27,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Pseudomonadota[phylum] > Betaproteobacteria[class] > Nitrosomonadales[order] > Nitrosomonadaceae[family]
Coprothermobacteraceae,family,11.2,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Pseudomonadati[kingdom] > Coprothermobacterota[phylum] > Coprothermobacteria[class] > Coprothermobacterales[order] > Coprothermobacteraceae[family]
Conexibacter,genus,11.143,dark_blue,cellular organisms[cellular root] > Bacteria[domain] > Bacillati[kingdom] > Actinomycetota[phylum] > Thermoleophilia[class] > Solirubrobacterales[order] > Conexibacteraceae[family] > Conexibacter[genus]
